time_ps,RMSD_conformation_A,heavy_geometric_radius_A,protein_CA_RMSD_A,ligand_EGFR_fit_RMSD_A,site_center_distance_A,series,included
4780.0,1.2491975,5.15979,5.324462,3.5907373,3.225968,replica_02_seed20260932,True
4790.0,1.1616032,5.190653,5.3462367,3.8818324,3.4617546,replica_02_seed20260932,True
4800.0,0.9874797,5.0848074,5.6658573,3.1425767,3.5362701,replica_02_seed20260932,True
4810.0,1.3281226,5.230999,5.7285,4.505418,3.715364,replica_02_seed20260932,True
4820.0,1.4273267,5.2286334,5.816252,4.2579484,3.558587,replica_02_seed20260932,True
4830.0,1.2957859,5.201865,5.7975082,3.8473716,3.5837955,replica_02_seed20260932,True
4840.0,1.5518343,5.2644854,5.6881247,4.16462,3.4886205,replica_02_seed20260932,True
4850.0,1.3871541,5.131385,5.863473,4.048681,3.5919251,replica_02_seed20260932,True
4860.0,1.4526576,5.1083207,5.999362,4.1535654,3.270526,replica_02_seed20260932,True
4870.0,1.1867572,5.1878686,6.043413,3.8656301,3.4961212,replica_02_seed20260932,True
4880.0,1.1882522,5.21605,6.186549,3.8584065,3.5906494,replica_02_seed20260932,True
4890.0,1.1875163,5.2420163,6.05078,4.1735086,3.844777,replica_02_seed20260932,True
4900.0,1.2555659,5.196428,5.9412694,4.5448666,3.8482766,replica_02_seed20260932,True
4910.0,1.3720918,5.364669,5.775343,4.0249476,3.4567566,replica_02_seed20260932,True
4920.0,1.4078891,5.2645626,5.8013244,3.891773,3.8251302,replica_02_seed20260932,True
4930.0,1.1872044,5.3689327,5.6292124,3.6690001,3.7921352,replica_02_seed20260932,True
4940.0,1.3785856,5.2467527,5.698413,4.1604905,3.533065,replica_02_seed20260932,True
4950.0,1.5975063,5.211561,5.7505217,3.9918015,3.5066848,replica_02_seed20260932,True
4960.0,1.4511535,5.3306246,5.8054104,4.0469174,3.848132,replica_02_seed20260932,True
4970.0,1.3509617,5.2570066,5.7726307,4.0742817,3.5633035,replica_02_seed20260932,True
4980.0,1.5019507,5.20701,5.7933846,3.934225,3.8334117,replica_02_seed20260932,True
4990.0,1.3698542,5.242794,5.80493,4.435833,3.965067,replica_02_seed20260932,True
5000.0,1.2576215,5.3117847,5.531207,4.51045,4.2164927,replica_02_seed20260932,True
5010.0,1.2728398,5.347602,5.2948737,4.320467,4.1245875,replica_02_seed20260932,True
5020.0,1.3085136,5.3743744,5.156554,3.865986,4.0486913,replica_02_seed20260932,True
5030.0,1.1969327,5.3203297,5.204866,3.8168893,4.064044,replica_02_seed20260932,True
5040.0,1.4238112,5.274516,5.203879,3.7863603,4.0627985,replica_02_seed20260932,True
5050.0,1.3332814,5.2562265,5.2261295,3.5189462,3.9244225,replica_02_seed20260932,True
5060.0,1.2331243,5.3423977,5.419285,3.2702434,3.8594742,replica_02_seed20260932,True
5070.0,1.2910831,5.3795724,5.289686,4.120743,4.8908606,replica_02_seed20260932,True
5080.0,1.2137458,5.2611732,5.2014427,3.530517,3.543192,replica_02_seed20260932,True
5090.0,1.2192256,5.3725376,5.05865,3.4823778,3.6876118,replica_02_seed20260932,True
5100.0,1.2097516,5.2398963,5.042428,3.166226,3.6743472,replica_02_seed20260932,True
5110.0,1.2082595,5.2675204,5.2935023,3.3795109,3.5490932,replica_02_seed20260932,True
5120.0,1.1811051,5.335109,5.2183056,3.7128963,4.356452,replica_02_seed20260932,True
5130.0,1.2745967,5.3892603,5.2922983,3.5727081,3.9629831,replica_02_seed20260932,True
5140.0,1.3002884,5.24037,5.356798,3.6704872,3.8375583,replica_02_seed20260932,True
5150.0,1.1585176,5.3362856,5.4278283,3.0773962,3.9769964,replica_02_seed20260932,True
5160.0,1.1297327,5.3275394,5.1994543,3.0216231,3.833735,replica_02_seed20260932,True
5170.0,1.072074,5.3161964,5.4312634,3.0506368,3.7623124,replica_02_seed20260932,True
5180.0,1.4176053,5.307288,5.4929247,3.0867515,3.5035527,replica_02_seed20260932,True
5190.0,1.135086,5.2989907,5.503474,3.112122,3.9007654,replica_02_seed20260932,True
5200.0,1.3243642,5.3076878,5.609461,3.6548934,3.7838314,replica_02_seed20260932,True
5210.0,1.1194235,5.3737235,5.554721,3.471999,4.748432,replica_02_seed20260932,True
5220.0,1.3259667,5.297709,5.310912,3.166975,3.7967036,replica_02_seed20260932,True
5230.0,1.3443651,5.242587,5.096454,3.4604442,3.8194394,replica_02_seed20260932,True
5240.0,1.2236384,5.2328863,5.088203,3.1197186,3.5764086,replica_02_seed20260932,True
5250.0,1.2139788,5.3537416,4.9162664,3.1164236,3.502681,replica_02_seed20260932,True
5260.0,1.2978108,5.1585493,5.011257,3.1754203,3.3921556,replica_02_seed20260932,True
5270.0,1.5876956,5.235803,5.162737,3.0919554,3.3891063,replica_02_seed20260932,True
5280.0,1.4795583,5.2427416,5.12696,3.0263262,3.4620295,replica_02_seed20260932,True
5290.0,1.3170011,5.202217,5.147705,3.1718073,3.5473,replica_02_seed20260932,True
5300.0,1.4428173,5.241094,5.0462427,3.4915376,3.613554,replica_02_seed20260932,True
5310.0,1.2034537,5.3065653,4.989715,3.7249959,3.8546424,replica_02_seed20260932,True
5320.0,1.2945281,5.324652,5.000768,3.5845585,4.297199,replica_02_seed20260932,True
5330.0,1.1791899,5.352166,4.8545103,2.6519327,3.7128236,replica_02_seed20260932,True
5340.0,1.187333,5.223313,4.719668,2.8699684,3.2406874,replica_02_seed20260932,True
5350.0,1.2787066,5.2221556,4.5843344,2.8562772,3.5478628,replica_02_seed20260932,True
5360.0,1.0520847,5.2242594,4.594858,2.743502,3.698855,replica_02_seed20260932,True
5370.0,1.2840021,5.26421,4.7490363,2.7183592,3.562461,replica_02_seed20260932,True
5380.0,1.5286411,5.2372365,4.744952,3.1639066,4.1000676,replica_02_seed20260932,True
5390.0,0.98545754,5.2360153,4.8994336,3.2253363,4.0337667,replica_02_seed20260932,True
5400.0,1.613487,5.254716,4.9149466,3.3614957,3.6605663,replica_02_seed20260932,True
5410.0,1.4937736,5.1722784,4.7079654,3.1223803,3.3446426,replica_02_seed20260932,True
5420.0,1.5692359,5.157146,4.89192,3.3079934,3.247179,replica_02_seed20260932,True
5430.0,1.2397985,5.25611,4.8876767,3.1641233,3.43257,replica_02_seed20260932,True
5440.0,1.2665429,5.2950406,4.8666124,3.175664,4.032653,replica_02_seed20260932,True
5450.0,0.97553337,5.381509,4.773693,3.1961322,3.619957,replica_02_seed20260932,True
5460.0,1.2902087,5.3490443,4.849328,3.4658196,3.6716146,replica_02_seed20260932,True
5470.0,1.2229433,5.3184505,4.9009566,3.4334178,3.7501767,replica_02_seed20260932,True
5480.0,1.1729406,5.4023647,5.0955844,3.7534082,3.8127575,replica_02_seed20260932,True
5490.0,1.4328628,5.389242,5.072627,3.864904,3.7809408,replica_02_seed20260932,True
5500.0,1.2393985,5.295537,5.1461315,3.940369,4.157587,replica_02_seed20260932,True
5510.0,1.3090868,5.3458366,5.1875477,4.050677,4.21801,replica_02_seed20260932,True
5520.0,1.1188867,5.3489757,5.127366,3.5732236,3.141749,replica_02_seed20260932,True
5530.0,1.3427173,5.400961,5.066664,4.0128284,3.9488578,replica_02_seed20260932,True
5540.0,1.4012522,5.4214506,5.1362805,3.8358498,4.0090747,replica_02_seed20260932,True
5550.0,1.4384205,5.424243,5.217858,3.7060692,4.0252447,replica_02_seed20260932,True
5560.0,1.3794119,5.3895636,5.08368,3.7080483,4.1019497,replica_02_seed20260932,True
5570.0,1.4741458,5.425084,5.057835,3.7049637,4.2967286,replica_02_seed20260932,True
5580.0,1.4013224,5.37654,5.0843377,3.5613427,3.9831204,replica_02_seed20260932,True
5590.0,1.3043892,5.4429507,5.115161,3.3878949,3.9653287,replica_02_seed20260932,True
5600.0,1.312872,5.3385534,5.08281,3.2998576,3.9210904,replica_02_seed20260932,True
5610.0,1.1728023,5.3563685,5.07148,3.069076,3.4617937,replica_02_seed20260932,True
5620.0,1.1059357,5.3526063,5.1288705,3.3942702,3.8731,replica_02_seed20260932,True
5630.0,1.2955737,5.341386,5.1484823,3.5068986,3.805795,replica_02_seed20260932,True
5640.0,1.183259,5.2808094,4.993051,3.5124755,4.0657883,replica_02_seed20260932,True
5650.0,1.3022184,5.422367,5.3073664,3.6170115,3.983492,replica_02_seed20260932,True
5660.0,1.2951344,5.4541245,5.424713,3.4921203,4.068966,replica_02_seed20260932,True
5670.0,1.3261416,5.386323,5.273475,3.594688,4.337119,replica_02_seed20260932,True
5680.0,1.3118038,5.403194,5.159628,3.1998262,3.8217857,replica_02_seed20260932,True
5690.0,1.3763874,5.456943,5.166851,3.432317,4.111565,replica_02_seed20260932,True
5700.0,1.3346338,5.440403,5.3187256,3.202351,3.7996569,replica_02_seed20260932,True
5710.0,1.2857511,5.410413,5.1933193,2.987201,3.8992777,replica_02_seed20260932,True
5720.0,1.424262,5.344095,5.2472353,3.203587,3.9922104,replica_02_seed20260932,True
5730.0,1.4831109,5.4153686,5.2698445,3.4055552,4.2173367,replica_02_seed20260932,True
5740.0,1.2675517,5.4263396,5.484765,3.3846438,3.957605,replica_02_seed20260932,True
5750.0,1.2975866,5.4074297,5.5207977,3.1461897,3.5238967,replica_02_seed20260932,True
5760.0,1.229047,5.3852177,5.231119,3.0340638,3.9043884,replica_02_seed20260932,True
5770.0,1.2653679,5.359785,5.158922,2.768656,3.5512283,replica_02_seed20260932,True
5780.0,1.3530684,5.4287724,5.114811,3.0129125,3.9059594,replica_02_seed20260932,True
5790.0,1.3031775,5.303579,5.116969,2.6801133,3.8098478,replica_02_seed20260932,True
5800.0,1.3260673,5.3949804,5.081939,2.6456122,3.6697993,replica_02_seed20260932,True
5810.0,1.2014974,5.4254966,5.1483393,2.6656961,3.8876534,replica_02_seed20260932,True
5820.0,1.1715956,5.396457,5.1534243,2.4676855,3.4917269,replica_02_seed20260932,True
5830.0,1.3245707,5.3275967,5.287011,2.6965978,3.5648007,replica_02_seed20260932,True
5840.0,1.3574125,5.369872,5.227064,2.859828,4.0147486,replica_02_seed20260932,True
5850.0,1.2250677,5.396722,5.1771026,2.446344,3.6305113,replica_02_seed20260932,True
5860.0,1.361542,5.4676003,5.2006,2.7274678,3.381934,replica_02_seed20260932,True
5870.0,1.3108486,5.31352,5.4303555,2.6042411,3.1325579,replica_02_seed20260932,True
5880.0,1.1553935,5.2670946,5.477351,2.5376215,3.6409082,replica_02_seed20260932,True
5890.0,1.1222767,5.346758,5.370767,2.967799,3.2667189,replica_02_seed20260932,True
5900.0,1.2428281,5.3576183,5.394883,2.9354167,3.444407,replica_02_seed20260932,True
5910.0,1.1920545,5.330982,5.4878054,3.0143905,3.6812344,replica_02_seed20260932,True
5920.0,1.278305,5.4724064,5.5854506,2.9543974,3.7486315,replica_02_seed20260932,True
5930.0,1.3177179,5.4058795,5.709463,2.9227285,3.7493849,replica_02_seed20260932,True
5940.0,1.0961075,5.3876696,5.7008224,3.005176,3.7346659,replica_02_seed20260932,True
5950.0,1.315999,5.443682,5.970633,2.8304532,3.9267504,replica_02_seed20260932,True
5960.0,1.2915361,5.513815,5.903035,3.050972,4.158488,replica_02_seed20260932,True
5970.0,1.314324,5.406227,6.02839,3.2019424,3.7435234,replica_02_seed20260932,True
5980.0,1.3968804,5.3601365,6.034997,3.4105654,3.4992697,replica_02_seed20260932,True
5990.0,0.98219407,5.324733,6.1050243,3.544121,3.2910502,replica_02_seed20260932,True
6000.0,1.2161268,5.408383,5.823789,2.9496634,3.4947634,replica_02_seed20260932,True
6010.0,1.235118,5.3931975,5.7460403,3.2448032,3.9683747,replica_02_seed20260932,True
6020.0,1.2419505,5.3947663,5.7011895,2.8356833,3.560405,replica_02_seed20260932,True
6030.0,1.2096347,5.3401084,5.56274,2.506433,3.7723007,replica_02_seed20260932,True
6040.0,1.4266305,5.3667173,5.563756,3.0080554,3.770381,replica_02_seed20260932,True
6050.0,1.2042193,5.3081317,5.4616327,3.1066906,3.7526357,replica_02_seed20260932,True
6060.0,1.2453629,5.36813,5.4093413,3.0357895,3.5140457,replica_02_seed20260932,True
6070.0,1.4879663,5.445094,5.4273534,3.1684585,3.6397634,replica_02_seed20260932,True
6080.0,1.388572,5.412297,5.165514,3.2302723,3.847446,replica_02_seed20260932,True
6090.0,1.3028432,5.3796935,5.0877666,3.1176746,3.7643151,replica_02_seed20260932,True
6100.0,1.4121603,5.318717,5.042095,2.9533865,3.8962903,replica_02_seed20260932,True
6110.0,1.2810724,5.4141765,5.214882,2.7315392,3.9003477,replica_02_seed20260932,True
6120.0,1.2417892,5.3693886,5.0774307,2.97449,4.0910654,replica_02_seed20260932,True
6130.0,1.3848629,5.499287,5.1463227,2.7286289,3.5133467,replica_02_seed20260932,True
6140.0,1.4405262,5.3162932,5.1478395,3.0573168,3.306624,replica_02_seed20260932,True
6150.0,1.3983123,5.2957077,5.0450106,2.9396262,3.5641985,replica_02_seed20260932,True
6160.0,1.2858254,5.348143,4.9599013,2.9671242,3.4781268,replica_02_seed20260932,True
6170.0,1.294049,5.3106856,5.0889535,3.1808224,3.4156992,replica_02_seed20260932,True
6180.0,1.4878938,5.2881136,4.7452374,3.1381319,3.0961828,replica_02_seed20260932,True
6190.0,1.1845586,5.4038277,4.8139687,3.0523877,3.7013998,replica_02_seed20260932,True
6200.0,1.3494407,5.449505,4.8518476,2.84075,3.694209,replica_02_seed20260932,True
6210.0,1.0947,5.369856,4.7473946,2.7850282,3.42077,replica_02_seed20260932,True
6220.0,1.3785982,5.421029,4.70702,3.1411757,3.718846,replica_02_seed20260932,True
6230.0,1.508581,5.4323153,4.656697,2.975322,3.5272052,replica_02_seed20260932,True
6240.0,1.0908339,5.3634686,4.682284,3.1689773,3.2074804,replica_02_seed20260932,True
6250.0,1.2489518,5.3554535,4.5933123,3.1757522,3.5429475,replica_02_seed20260932,True
6260.0,1.3791447,5.3272843,4.7823963,3.2959337,3.5365276,replica_02_seed20260932,True
6270.0,1.3551624,5.398465,4.8316693,3.0885477,3.2764683,replica_02_seed20260932,True
6280.0,1.1339709,5.4017596,4.889944,3.2957344,3.9066973,replica_02_seed20260932,True
6290.0,1.2352827,5.3817034,4.62228,2.8629708,3.7252018,replica_02_seed20260932,True
6300.0,1.351919,5.464753,4.76697,2.98401,3.2689312,replica_02_seed20260932,True
6310.0,1.3374604,5.419707,4.8463593,3.1903698,3.9275656,replica_02_seed20260932,True
6320.0,1.1762099,5.4044824,5.042948,3.1236749,3.22904,replica_02_seed20260932,True
6330.0,1.2319146,5.479908,5.0396924,3.1516528,3.2926664,replica_02_seed20260932,True
6340.0,1.2637765,5.344347,5.0545273,3.0341685,2.5515013,replica_02_seed20260932,True
6350.0,1.2283459,5.3990192,5.0967093,3.1457434,3.6396575,replica_02_seed20260932,True
6360.0,1.2333511,5.39935,5.312847,3.0110583,3.2406063,replica_02_seed20260932,True
6370.0,1.297224,5.394829,5.265601,3.1234212,3.7684152,replica_02_seed20260932,True
6380.0,1.2954068,5.41708,5.234056,3.1696723,3.0793526,replica_02_seed20260932,True
6390.0,1.3463677,5.4169374,5.3636794,3.2910223,3.6407642,replica_02_seed20260932,True
6400.0,1.2956302,5.3561106,5.449418,3.169699,3.5157924,replica_02_seed20260932,True
6410.0,1.2354114,5.409831,5.2629967,3.1564877,3.633914,replica_02_seed20260932,True
6420.0,1.3333017,5.3585267,5.1305685,3.2539635,3.5285802,replica_02_seed20260932,True
6430.0,1.2838659,5.3481836,5.126541,3.0253448,3.6128685,replica_02_seed20260932,True
6440.0,1.2000968,5.428155,5.135278,3.1000018,3.2840028,replica_02_seed20260932,True
6450.0,1.2901249,5.3498583,4.9000607,3.0222201,3.6913836,replica_02_seed20260932,True
6460.0,1.285682,5.4647474,5.305836,2.9836526,3.665943,replica_02_seed20260932,True
6470.0,1.2056257,5.3719144,5.240103,2.9382958,3.707565,replica_02_seed20260932,True
6480.0,1.1910247,5.382474,5.152466,3.1144927,2.9425,replica_02_seed20260932,True
6490.0,1.2205547,5.3933387,5.0526,2.6495142,3.626921,replica_02_seed20260932,True
6500.0,1.367234,5.4047823,5.047448,3.1333213,3.3652852,replica_02_seed20260932,True
6510.0,1.1234884,5.36223,4.8000517,2.6372857,3.0945354,replica_02_seed20260932,True
6520.0,1.3242514,5.465915,4.779286,3.2077816,3.1296325,replica_02_seed20260932,True
6530.0,1.1594228,5.406099,4.8212852,2.9698987,3.0871668,replica_02_seed20260932,True
6540.0,1.3441489,5.373659,4.9588113,2.7104065,3.320429,replica_02_seed20260932,True
6550.0,1.1722927,5.4073772,4.943808,3.1527162,2.957795,replica_02_seed20260932,True
6560.0,1.2387956,5.405185,4.9983006,3.1391153,3.5685782,replica_02_seed20260932,True
6570.0,1.2771481,5.394776,4.8522243,2.8063927,3.443283,replica_02_seed20260932,True
6580.0,1.3228176,5.39863,4.728007,2.974353,3.48,replica_02_seed20260932,True
6590.0,1.3415779,5.4352446,4.670617,2.830279,3.684071,replica_02_seed20260932,True
6600.0,1.1876569,5.4738636,4.681944,2.816227,3.6250994,replica_02_seed20260932,True
6610.0,1.3328177,5.428725,4.554345,2.5513337,3.4929476,replica_02_seed20260932,True
6620.0,1.3194921,5.395458,4.4802485,2.5972378,3.2139,replica_02_seed20260932,True
6630.0,1.1907737,5.3523226,4.3053045,2.9985657,3.5021904,replica_02_seed20260932,True
6640.0,1.2360932,5.3412867,4.2370386,2.7660422,3.6537716,replica_02_seed20260932,True
6650.0,1.2816678,5.366657,4.296329,2.7112951,3.5833435,replica_02_seed20260932,True
6660.0,1.170621,5.3603706,4.11336,2.574961,3.5540504,replica_02_seed20260932,True
6670.0,1.3489412,5.3805876,4.220914,3.0356917,3.2657793,replica_02_seed20260932,True
6680.0,1.297354,5.425288,4.351647,2.881134,3.3843043,replica_02_seed20260932,True
6690.0,1.2599851,5.3948345,4.498247,2.5041938,3.4199052,replica_02_seed20260932,True
6700.0,1.3742702,5.4140973,4.553873,2.877019,3.3061724,replica_02_seed20260932,True
6710.0,1.3563536,5.4429665,4.734993,3.080448,3.4054005,replica_02_seed20260932,True
6720.0,1.3361621,5.431986,4.8344817,2.7544994,3.378357,replica_02_seed20260932,True
6730.0,1.1943457,5.321954,4.9284863,2.6512825,2.9026823,replica_02_seed20260932,True
6740.0,1.2739706,5.3107624,4.869664,3.0251095,3.412376,replica_02_seed20260932,True
6750.0,1.1745276,5.327478,4.843713,2.4634578,3.5154688,replica_02_seed20260932,True
6760.0,1.3138257,5.334979,4.9774246,2.5727677,3.349072,replica_02_seed20260932,True
6770.0,1.4351593,5.4328365,4.9782224,2.352164,3.5860715,replica_02_seed20260932,True
6780.0,1.3135788,5.394162,4.945012,2.3336549,3.3866596,replica_02_seed20260932,True
6790.0,1.2235903,5.3719163,4.93108,2.662633,3.5578966,replica_02_seed20260932,True
6800.0,1.1756477,5.358619,4.8670726,2.5286703,3.0165262,replica_02_seed20260932,True
6810.0,1.2733191,5.395393,4.99383,2.7039075,3.0912018,replica_02_seed20260932,True
6820.0,1.3134143,5.3732038,4.940017,2.5800424,3.4368286,replica_02_seed20260932,True
6830.0,1.2584628,5.3629103,4.970986,2.4340622,3.2118921,replica_02_seed20260932,True
6840.0,1.0591689,5.3449936,5.1185684,2.6241252,3.0270529,replica_02_seed20260932,True
6850.0,1.1750878,5.4210587,5.1823754,2.46645,3.5623982,replica_02_seed20260932,True
6860.0,1.4664878,5.3544927,5.3297844,2.5601113,3.4639623,replica_02_seed20260932,True
6870.0,1.330925,5.340951,5.3962154,2.2643926,3.3948178,replica_02_seed20260932,True
6880.0,1.1643285,5.409875,5.200997,2.6594899,3.5132422,replica_02_seed20260932,True
6890.0,1.1080091,5.3861194,5.4865365,2.4094315,3.5733654,replica_02_seed20260932,True
6900.0,1.1534191,5.3248262,5.4440184,2.4948797,3.2863832,replica_02_seed20260932,True
6910.0,1.0580097,5.2789106,5.4101987,2.617392,2.8056555,replica_02_seed20260932,True
6920.0,1.1516539,5.366721,5.4173117,2.261253,3.5313869,replica_02_seed20260932,True
6930.0,1.149944,5.4192204,5.366263,2.5028203,3.6529973,replica_02_seed20260932,True
6940.0,1.3575202,5.3908534,5.3782835,2.8154228,3.1702135,replica_02_seed20260932,True
6950.0,1.2965524,5.3160734,5.371393,2.7525053,3.2341397,replica_02_seed20260932,True
6960.0,1.3098927,5.3769503,5.280421,2.6996388,3.8015246,replica_02_seed20260932,True
6970.0,1.1951425,5.2566786,5.446909,2.4162867,3.4447172,replica_02_seed20260932,True
6980.0,1.1682098,5.411352,5.376173,2.6299777,3.5179493,replica_02_seed20260932,True
6990.0,1.1616524,5.410283,5.2273607,2.7486563,3.3364832,replica_02_seed20260932,True
7000.0,1.1942579,5.290463,5.0856977,2.3558536,3.464565,replica_02_seed20260932,True
7010.0,1.1692653,5.384875,5.047508,2.7462456,3.2186577,replica_02_seed20260932,True
7020.0,1.2262453,5.363925,4.9657574,2.4573734,3.3586454,replica_02_seed20260932,True
7030.0,1.1030719,5.2982802,5.2506013,2.421107,3.6964126,replica_02_seed20260932,True
7040.0,1.2363605,5.408351,5.1511235,2.5207653,3.2624686,replica_02_seed20260932,True
7050.0,1.3061184,5.389739,5.1397457,2.595248,3.3355622,replica_02_seed20260932,True
7060.0,1.420203,5.345159,4.9136777,2.655271,3.8213255,replica_02_seed20260932,True
7070.0,1.31496,5.4406214,5.0024824,2.3009348,3.9277399,replica_02_seed20260932,True
7080.0,1.2953775,5.402637,5.0175405,2.5097623,3.5743265,replica_02_seed20260932,True
7090.0,1.1842124,5.2673054,5.0007067,2.0998833,3.9241407,replica_02_seed20260932,True
7100.0,1.3429279,5.3398633,4.7758846,2.2650542,3.405777,replica_02_seed20260932,True
7110.0,1.3577731,5.3917637,4.7166986,2.7111874,3.1648903,replica_02_seed20260932,True
7120.0,1.2102338,5.414669,4.6716065,2.4255621,3.5905008,replica_02_seed20260932,True
7130.0,1.2133398,5.417028,4.724111,2.4512515,3.5787153,replica_02_seed20260932,True
7140.0,1.2614477,5.3859425,4.5707927,2.2128453,3.121356,replica_02_seed20260932,True
7150.0,1.2979982,5.353511,4.579248,2.5640397,3.329237,replica_02_seed20260932,True
7160.0,1.1488764,5.3816843,4.5918484,2.2026687,3.2696102,replica_02_seed20260932,True
7170.0,1.202386,5.368517,4.4212866,2.4110034,3.330678,replica_02_seed20260932,True
7180.0,1.2476199,5.4249945,4.34558,2.7047257,3.131452,replica_02_seed20260932,True
7190.0,1.1261958,5.433177,4.388171,2.4622152,3.2597423,replica_02_seed20260932,True
7200.0,1.4416898,5.3827705,4.5595903,2.230379,3.744483,replica_02_seed20260932,True
7210.0,1.2751828,5.3522725,4.6632066,2.573333,2.793695,replica_02_seed20260932,True
7220.0,1.3245298,5.315762,4.620753,2.4330442,3.4490442,replica_02_seed20260932,True
7230.0,1.2982284,5.375188,4.784965,2.3563476,3.3520393,replica_02_seed20260932,True
7240.0,1.2573991,5.420592,4.7463245,2.3916576,3.3763223,replica_02_seed20260932,True
7250.0,1.31518,5.3195934,4.709942,2.2295449,3.359878,replica_02_seed20260932,True
7260.0,1.3748044,5.434002,4.655228,2.4355676,3.7039697,replica_02_seed20260932,True
7270.0,1.4276662,5.3921337,4.551966,2.4656253,3.628185,replica_02_seed20260932,True
7280.0,1.4298,5.4091735,4.417569,2.5027301,3.458828,replica_02_seed20260932,True
7290.0,1.3778117,5.3929825,4.58974,2.3720179,3.3342042,replica_02_seed20260932,True
7300.0,1.3821493,5.3860464,4.470437,2.5176752,3.336357,replica_02_seed20260932,True
7310.0,1.4120747,5.436536,4.2245135,2.3869398,3.4235785,replica_02_seed20260932,True
7320.0,1.363553,5.3945537,4.1425037,2.542527,3.2013602,replica_02_seed20260932,True
7330.0,1.2808168,5.4284315,3.9502344,2.405175,3.8090608,replica_02_seed20260932,True
7340.0,1.4442608,5.337548,3.979316,2.5747764,3.6427,replica_02_seed20260932,True
7350.0,1.4340247,5.381667,3.8498518,2.373701,3.6777878,replica_02_seed20260932,True
7360.0,1.3166535,5.38076,3.9487827,2.236273,3.198682,replica_02_seed20260932,True
7370.0,1.2652094,5.3495407,3.9167151,2.3398643,3.1988132,replica_02_seed20260932,True
7380.0,1.4709423,5.3718386,3.6865425,2.561828,3.3474874,replica_02_seed20260932,True
7390.0,1.3068849,5.303918,3.7380176,2.8781793,3.488583,replica_02_seed20260932,True
7400.0,1.1787235,5.474724,3.7810106,2.2266026,3.1712353,replica_02_seed20260932,True
7410.0,1.1420716,5.320444,3.9229026,2.2270174,3.2571542,replica_02_seed20260932,True
7420.0,1.4540051,5.3798037,4.188602,2.4926436,3.499993,replica_02_seed20260932,True
7430.0,1.2998801,5.4469986,4.118219,2.5778482,3.4102533,replica_02_seed20260932,True
7440.0,1.2957896,5.404024,4.03019,2.5437832,3.287127,replica_02_seed20260932,True
7450.0,1.3162189,5.393825,4.195095,2.3426578,3.3540125,replica_02_seed20260932,True
7460.0,1.2759279,5.3077793,4.114409,2.226642,3.9316235,replica_02_seed20260932,True
7470.0,1.3034092,5.4290767,3.9574184,2.4087043,3.5885105,replica_02_seed20260932,True
7480.0,1.4834732,5.36076,3.9666162,2.5220742,3.8362784,replica_02_seed20260932,True
7490.0,1.3178337,5.3638954,3.8105319,2.35503,3.6864054,replica_02_seed20260932,True
7500.0,1.1846633,5.3753824,3.989371,2.3703868,4.0243335,replica_02_seed20260932,True
7510.0,1.1798961,5.412219,3.8013244,2.3869736,3.6815233,replica_02_seed20260932,True
7520.0,1.5145935,5.330967,3.8112469,2.3343692,3.876088,replica_02_seed20260932,True
7530.0,1.4211607,5.3161025,3.8412142,2.4610753,4.1832924,replica_02_seed20260932,True
7540.0,1.4902741,5.427609,3.7936163,2.578454,4.0115557,replica_02_seed20260932,True
7550.0,1.0515633,5.386673,3.9148145,2.4672163,3.6223655,replica_02_seed20260932,True
7560.0,1.3083873,5.3707314,3.9538665,2.5053883,3.621206,replica_02_seed20260932,True
7570.0,1.235154,5.3863864,3.9028702,2.1536813,3.0936491,replica_02_seed20260932,True
7580.0,1.1922197,5.34514,4.045476,2.4803016,3.0943747,replica_02_seed20260932,True
7590.0,1.3947374,5.4447007,3.985571,2.6724668,3.2281783,replica_02_seed20260932,True
7600.0,1.1468132,5.438546,3.9976861,2.5396845,3.5342858,replica_02_seed20260932,True
7610.0,1.2606511,5.4075236,3.9222126,2.2905712,3.4826179,replica_02_seed20260932,True
7620.0,1.2500153,5.375512,3.8421295,2.6746645,3.667707,replica_02_seed20260932,True
7630.0,1.3848515,5.3186936,4.031028,2.3179145,3.9009426,replica_02_seed20260932,True
7640.0,1.3478472,5.317425,3.8901005,2.4811802,3.4295788,replica_02_seed20260932,True
7650.0,1.1867491,5.3355975,3.9732525,2.57851,2.8691375,replica_02_seed20260932,True
7660.0,1.1129271,5.3447795,4.1397495,2.5258198,3.3229694,replica_02_seed20260932,True
7670.0,1.3039285,5.35249,4.3188186,2.4512742,3.8767002,replica_02_seed20260932,True
7680.0,1.24098,5.349551,4.2377653,2.3955514,3.2153926,replica_02_seed20260932,True
7690.0,1.2940981,5.415779,4.301676,2.1628006,3.436532,replica_02_seed20260932,True
7700.0,1.2928915,5.3920345,4.48481,2.2235525,3.728464,replica_02_seed20260932,True
7710.0,1.1305007,5.2842946,4.3887134,2.3951526,3.0346978,replica_02_seed20260932,True
7720.0,1.4322525,5.40217,4.2956905,2.2617939,3.6806517,replica_02_seed20260932,True
7730.0,1.2813427,5.4045696,4.2439666,2.4082694,3.3696773,replica_02_seed20260932,True
7740.0,1.3263118,5.464301,4.201827,2.8437493,3.0409474,replica_02_seed20260932,True
7750.0,1.418781,5.3608017,4.185563,2.6315937,3.2858274,replica_02_seed20260932,True
7760.0,1.3031628,5.3959374,4.1968126,2.5658128,3.515549,replica_02_seed20260932,True
